id,log_price,property_type_encoded,room_type_encoded,bed_type_encoded,city_encoded,neighbourhood_encoded,cancellation_policy_encoded,cleaning_fee_encoded,instant_bookable_encoded,host_identity_verified_encoded,accommodates_numeric,bedrooms_numeric,beds_numeric,bathrooms_numeric,number_of_reviews_numeric,review_scores_rating_numeric,localisation,reputation,couchages,amenities_score,host_experience_years
21070301,4.59511985013459,7,5,1,5,3,-1,1,0,1,2,1.0,1.0,1.0,10,83.0,32,21784.930800899965,3.0,136,6.625598904859685
10381814,6.013715156042802,3,5,1,4,5,1,1,0,1,6,3.0,3.0,3.0,34,96.0,23,53738.05266289429,27.0,161,2.2888432580424367
9694072,5.493061443340548,3,5,1,1,3,1,1,0,1,6,2.0,3.0,1.0,9,87.0,16,22707.0,18.0,134,4.41615331964408
17024638,3.4011973816621555,3,2,1,3,1,1,1,0,1,1,1.0,1.0,0.0,18,89.0,14,33605.95688267185,2.0,69,5.286789869952088
16195143,5.429345628954442,7,5,1,2,5,3,1,0,1,4,1.0,1.0,1.0,9,91.0,33,24843.0,5.0,199,2.483230663928816
20739147,5.187385805840755,7,2,1,5,3,2,1,0,1,2,1.0,1.0,1.0,78,97.0,32,83098.03799127872,3.0,199,6.217659137577002
15336527,4.262679877041316,9,5,1,4,4,3,1,0,1,2,1.0,1.0,1.0,1,100.0,39,10000.0,3.0,146,0.8323066392881588
16726738,4.382026634673881,7,5,1,4,3,2,0,0,1,2,1.0,1.0,1.0,52,93.0,31,62368.82596297609,3.0,139,4.758384668035592
3317591,4.90527477843843,7,5,1,3,4,1,1,0,0,2,1.0,1.0,1.0,18,99.0,32,41582.12137445611,3.0,82,4.161533196440794
17810173,4.653960350157523,7,2,1,1,4,2,1,0,1,2,1.0,1.0,1.0,4,100.0,30,20000.0,3.0,115,3.0992470910335386
14227598,5.521460917862246,7,5,1,3,4,2,1,0,1,4,1.0,1.0,1.0,2,100.0,32,14142.135623730952,5.0,135,2.8884325804243667
10883385,3.8918202981106265,4,1,1,2,5,1,0,0,1,8,1.0,8.0,1.0,10,78.0,24,19239.29728446442,16.0,92,5.240246406570842
14148710,4.74493212836325,7,5,1,2,4,2,1,0,0,2,1.0,1.0,1.0,6,100.0,31,24494.89742783178,3.0,160,2.620123203285421
4916889,5.416100402204419,7,5,1,3,4,2,1,0,1,4,1.0,2.0,1.0,18,96.0,32,39100.17657249133,6.0,232,4.205338809034908
2400073,5.966146739123692,7,5,1,1,5,1,0,1,1,8,3.0,2.0,2.0,4,95.0,32,18050.0,30.0,184,5.566050650239562
15028070,4.8283137373023015,7,5,1,4,3,1,1,1,1,6,1.0,3.0,1.0,285,92.0,31,142888.7656885593,9.0,160,7.378507871321013
10280848,4.90527477843843,7,5,-1,5,3,3,0,0,1,2,0.0,1.0,1.0,109,97.0,32,98232.84394233936,0.0,216,2.26694045174538
7239575,4.867534450455582,7,2,1,5,3,2,1,0,1,2,1.0,1.0,1.0,3,100.0,32,17320.508075688773,3.0,75,3.460643394934976
4819087,4.787491742782046,7,5,1,1,5,1,1,1,0,5,2.0,3.0,2.0,22,93.0,32,40567.40590671285,16.0,121,0.3340177960301163
14072071,4.8283137373023015,7,5,1,3,3,2,1,0,1,2,1.0,1.0,1.0,7,96.0,30,24383.244082771267,3.0,64,3.134839151266256
9872904,4.442651256490317,7,2,1,3,3,3,1,1,1,2,1.0,1.0,1.0,9,93.0,30,25947.0,3.0,132,1.6399726214921286
440106,4.442651256490317,7,2,1,3,5,1,1,1,0,1,1.0,1.0,1.0,3,80.0,34,11085.125168440814,2.0,84,1.0075290896646132
2296209,4.553876891600541,7,2,1,3,4,3,0,0,0,2,1.0,1.0,1.0,239,89.0,32,122455.68830805695,3.0,184,2.417522245037645
6184140,3.80666248977032,7,2,1,3,3,1,0,1,0,2,1.0,1.0,1.0,119,97.0,30,102640.07228660744,3.0,136,1.3032169746748803
17184804,4.867534450455582,7,5,1,3,5,3,1,1,0,3,1.0,1.0,1.0,5,100.0,34,22360.679774997898,4.0,125,0.4982888432580424
16291030,5.556828061699537,7,5,1,2,4,1,1,1,1,5,2.0,3.0,2.0,6,100.0,31,24494.89742783178,16.0,236,2.707734428473648
1547166,4.4998096703302615,6,5,1,1,3,1,1,0,1,8,3.0,6.0,2.5,7,100.0,25,26457.51311064591,42.0,219,1.0431211498973303
14799100,5.010635294096256,7,5,1,3,4,1,1,1,1,4,2.0,2.0,1.0,2,80.0,32,9050.966799187809,12.0,119,0.7419575633127995
20086201,4.31748811353631,7,2,-1,2,4,3,1,0,0,1,1.0,1.0,1.0,1,100.0,31,10000.0,2.0,85,4.4435318275154
6390085,4.787491742782046,7,5,1,2,4,1,1,0,1,5,2.0,2.0,2.0,6,96.0,31,22574.49746948977,14.0,113,1.5633127994524298
12208792,4.59511985013459,7,5,1,2,4,1,1,0,1,2,1.0,1.0,1.0,10,96.0,31,29143.550916111784,3.0,72,4.095824777549623
7226841,4.248495242049359,7,2,1,3,3,1,1,1,1,2,1.0,1.0,1.0,30,87.0,30,41457.120377566025,3.0,136,3.460643394934976
9885174,5.857933154483459,7,5,1,5,4,2,1,0,0,8,4.0,4.0,3.0,22,92.0,34,39699.67899114551,48.0,156,5.149897330595483
7405299,4.787491742782046,3,2,1,5,3,1,1,0,1,2,1.0,1.0,1.0,14,99.0,20,36671.9840477714,3.0,137,5.5715263518138265
4815028,4.442651256490317,3,5,1,2,4,2,1,0,1,2,1.0,1.0,1.0,147,97.0,19,114078.06233890896,3.0,137,5.470225872689938
9789170,4.0943445622221,7,5,1,3,2,3,1,1,0,2,1.0,1.0,1.0,6,93.0,28,21185.636785331702,3.0,172,2.833675564681725
14389845,4.248495242049359,7,2,1,3,2,3,1,0,1,2,1.0,1.0,1.0,2,90.0,28,11455.12985522207,3.0,101,1.2402464065708418
14141674,4.442651256490317,7,5,1,2,4,3,1,0,1,4,0.0,2.0,1.0,23,90.0,31,38846.23533883302,0.0,126,2.1793292265571527
13844204,4.934473933130692,4,5,1,2,5,2,1,0,1,4,1.0,1.0,1.0,4,73.0,24,10658.0,5.0,91,4.186173853524983
4511418,3.828641396489095,7,2,1,1,4,2,0,0,1,2,1.0,1.0,1.0,3,100.0,30,17320.508075688773,3.0,121,3.477070499657769
4483906,3.6635616461296463,7,2,1,2,4,1,1,1,1,2,1.0,1.0,1.0,10,92.0,31,26765.518115665163,3.0,105,0.9555099247091032
148242,4.553876891600541,3,2,1,1,3,3,1,1,0,3,1.0,3.0,1.0,28,94.0,16,46755.71716913344,6.0,131,2.3545516769336072
16690607,3.3672958299864737,7,2,1,3,3,1,0,0,1,2,1.0,2.0,1.0,141,85.0,30,85792.12157884895,4.0,39,7.408624229979466
10352280,4.4998096703302615,7,2,1,3,4,3,1,0,0,2,1.0,1.0,1.5,1,100.0,32,10000.0,3.0,122,4.205338809034908
4585979,3.737669618283368,3,2,1,2,4,3,0,0,0,1,1.0,1.0,1.0,1,100.0,19,10000.0,2.0,124,1.3579739904175223
9279146,4.382026634673881,4,2,1,3,3,3,1,1,0,2,1.0,1.0,1.0,46,92.0,21,57405.64097717227,3.0,179,2.4969199178644765
14886731,5.010635294096256,7,5,1,3,5,3,0,0,1,3,1.0,1.0,1.0,1,100.0,34,10000.0,4.0,86,5.210130047912389
13495586,4.976733742420574,7,5,1,5,4,2,1,1,1,2,0.0,1.0,1.0,23,91.0,34,39714.280844552624,0.0,124,2.0396988364134154
2923352,3.8918202981106265,7,2,1,1,1,2,1,0,1,2,1.0,1.0,1.0,55,96.0,24,68347.68525707364,3.0,136,2.9842573579739904
7692701,4.043051267834549,7,2,1,3,4,2,1,1,1,2,1.0,1.0,1.0,6,87.0,32,18540.187863125877,3.0,99,0.6844626967830253
17951911,5.1647859739235145,7,5,1,5,3,1,1,0,1,2,0.0,1.0,1.0,5,96.0,32,20607.602480638063,0.0,241,0.6707734428473648
15430782,6.173786103901937,3,5,1,5,5,1,1,0,1,6,3.0,3.0,2.0,10,90.0,24,25614.449047363876,27.0,177,1.891854893908282
2532873,3.218875824868201,7,2,1,1,1,1,1,1,1,2,1.0,1.0,1.0,12,83.0,24,23864.19602668399,3.0,112,1.7604380561259412
9080582,5.010635294096256,3,5,1,5,2,3,0,1,0,6,3.0,4.0,2.0,1,100.0,18,10000.0,30.0,176,0.0
6791047,4.8283137373023015,7,5,1,3,3,3,1,0,0,3,1.0,2.0,1.0,10,98.0,30,30370.51464825712,5.0,45,4.459958932238193
9108196,4.553876891600541,7,5,1,3,3,1,1,0,1,2,1.0,1.0,1.0,3,100.0,30,17320.508075688773,3.0,162,1.2347707049965777
13444138,5.298317366548036,7,5,1,3,5,1,0,0,0,4,2.0,4.0,1.0,17,96.0,34,37998.54144569236,16.0,110,0.0
11374834,3.6635616461296463,3,2,1,2,3,3,1,1,1,2,1.0,1.0,1.0,22,100.0,17,46904.1575982343,3.0,179,0.6078028747433265
5628773,4.3694478524670215,3,2,1,4,1,3,1,0,1,2,1.0,1.0,1.0,7,97.0,15,24893.874085806736,3.0,158,3.0965092402464065
16482463,3.6635616461296463,1,1,1,4,4,3,1,1,0,1,1.0,1.0,1.0,5,96.0,15,20607.602480638063,2.0,184,0.919917864476386
14341121,4.4998096703302615,4,5,1,3,3,3,0,0,0,2,1.0,1.0,1.0,1,80.0,21,6400.0,3.0,100,0.5201916495550992
14453434,4.248495242049359,7,2,1,3,3,1,1,0,0,2,1.0,1.0,1.0,34,98.0,30,56000.461998094266,3.0,163,0.9527720739219712
18003619,4.941642422609304,3,2,1,5,2,3,1,0,1,4,2.0,3.0,1.5,10,96.0,18,29143.550916111784,14.0,101,2.64476386036961
11942373,4.605170185988092,7,2,1,5,3,2,1,1,1,2,3.0,2.0,2.0,107,95.0,32,93355.32590591713,12.0,157,3.36208076659822
6029332,4.787491742782046,4,5,1,3,3,1,0,0,1,2,0.0,1.0,1.0,3,100.0,21,17320.508075688773,0.0,122,0.3148528405201916
17209549,5.1929568508902095,7,5,1,3,3,1,0,0,0,4,1.0,2.0,1.0,1,100.0,30,10000.0,6.0,148,2.858316221765914
6464216,3.8918202981106265,7,2,1,3,3,1,1,0,0,3,1.0,2.0,1.0,1,80.0,30,6400.0,5.0,130,0.0
2465333,5.298317366548036,6,5,1,2,4,3,1,1,1,5,2.0,3.0,1.0,1,100.0,28,10000.0,16.0,196,0.7392197125256673
16160575,3.713572066704309,7,2,1,2,4,2,1,1,1,1,1.0,1.0,1.0,2,80.0,31,9050.966799187809,2.0,64,5.700205338809035
13545646,5.159055299214528,7,5,1,5,4,1,1,1,1,2,0.0,1.0,1.0,51,95.0,34,64451.391567599225,0.0,189,2.140999315537304
11912097,5.521460917862246,7,5,1,5,4,3,0,0,1,4,1.0,3.0,1.0,5,96.0,34,20607.602480638063,7.0,150,4.16974674880219
226594,5.703782474656202,7,5,1,5,4,1,1,1,1,4,2.0,3.0,1.0,1,100.0,34,10000.0,14.0,201,0.944558521560575
5081487,3.80666248977032,7,2,1,3,2,1,1,0,1,1,1.0,1.0,1.0,9,100.0,28,30000.0,2.0,201,1.6372347707049966
333175,4.382026634673881,7,1,-1,3,5,2,1,0,1,2,1.0,1.0,1.0,35,98.0,34,56818.03023688871,3.0,219,3.2826830937713893
9684188,4.976733742420574,7,5,1,2,4,1,1,1,1,3,1.0,1.0,1.0,13,95.0,31,32540.1002610625,4.0,196,2.086242299794661
9219530,4.634728988229637,7,2,-1,3,5,3,0,0,0,1,1.0,1.0,1.0,32,92.0,34,47879.61436770351,2.0,105,1.826146475017112
7053805,5.003946305945459,7,5,1,3,4,1,1,0,1,1,1.0,1.0,1.0,37,98.0,32,58418.851340984096,2.0,136,4.462696783025325
15492820,5.308267697401205,7,5,1,5,3,3,1,0,1,2,1.0,2.0,1.0,2,100.0,32,14142.135623730952,4.0,143,0.7337440109514032
7619056,4.454347296253506,10,2,1,2,3,2,1,0,1,2,1.0,1.0,1.0,147,99.0,38,118830.80975487796,3.0,152,3.5181382614647503
281721,4.59511985013459,6,2,1,3,3,1,1,1,1,3,1.0,2.0,1.5,14,99.0,27,36671.9840477714,5.0,129,3.277207392197125
12538158,4.30406509320417,7,5,1,2,5,2,1,0,0,1,1.0,1.0,1.0,32,98.0,33,54328.428212124825,2.0,134,4.210814510609172
6688617,4.736198448394496,1,5,1,4,3,2,1,0,1,3,1.0,1.0,1.0,11,100.0,13,33166.247903553995,4.0,170,4.386036960985626
20554526,4.59511985013459,7,5,1,5,4,3,0,0,1,2,0.0,1.0,1.0,2,100.0,34,14142.135623730952,0.0,139,5.943874058863792
3694643,4.4998096703302615,7,2,1,3,3,2,1,0,1,2,1.0,2.0,1.0,39,98.0,30,59976.960776618216,4.0,69,2.817248459958932
15501051,4.700480365792417,7,2,1,3,4,1,1,0,1,2,1.0,1.0,2.0,12,93.0,32,29961.01486932644,3.0,134,4.75564681724846
9904223,4.477336814478207,7,2,1,3,2,2,0,0,1,2,1.0,1.0,1.0,16,98.0,28,38416.0,3.0,194,2.403832991101985
14466638,4.74493212836325,7,2,1,3,4,1,1,1,0,3,1.0,2.0,1.0,14,97.0,32,35205.254352156015,5.0,224,0.0
16812387,3.970291913552122,7,2,1,3,3,1,1,0,1,1,1.0,1.0,1.0,2,100.0,30,14142.135623730952,2.0,109,2.346338124572211
3930560,4.31748811353631,7,2,-1,3,4,2,1,0,1,2,1.0,1.0,1.0,17,98.0,32,39598.30642843201,3.0,129,3.753593429158111
7871441,4.48863636973214,7,5,1,2,4,1,1,0,0,2,1.0,2.0,1.0,12,89.0,31,27439.148893506157,4.0,98,2.1820670773442847
13157142,4.653960350157523,7,5,1,3,2,3,1,1,0,4,1.0,2.0,1.0,1,100.0,28,10000.0,6.0,151,0.0
10131101,4.382026634673881,3,2,1,5,2,1,1,0,1,2,1.0,1.0,1.0,129,95.0,18,102504.29564169496,3.0,165,3.868583162217659
287839,5.579729825986222,3,5,1,4,3,2,0,0,1,6,3.0,3.0,2.5,3,87.0,19,13109.89256248883,27.0,135,0.2327173169062286
10697785,3.4011973816621555,3,2,1,4,3,1,1,1,1,1,1.0,1.0,1.0,1,100.0,19,10000.0,2.0,115,4.750171115674196
17587897,4.007333185232471,7,2,1,3,3,2,1,0,0,2,1.0,1.0,1.0,36,98.0,30,57624.0,3.0,110,0.0958247775496235
7775926,5.1647859739235145,7,5,1,3,5,2,1,0,1,2,1.0,1.0,1.0,49,98.0,34,67228.0,3.0,152,5.270362765229295
10104449,4.382026634673881,7,2,1,3,4,1,0,0,1,1,1.0,1.0,1.0,5,88.0,32,17316.110417758373,2.0,143,8.317590691307323
15498606,5.087596335232384,7,5,1,3,5,2,1,0,1,4,2.0,2.0,1.0,9,96.0,34,27648.0,12.0,168,3.9370294318959616
15206909,5.075173815233828,7,5,1,1,2,1,1,1,1,4,2.0,2.0,1.0,31,93.0,26,48155.593974116855,12.0,158,4.303901437371663
14266097,4.430816798843313,3,2,1,2,2,2,0,0,1,1,1.0,1.0,1.0,2,90.0,15,11455.12985522207,2.0,111,2.0752908966461328
11863257,4.59511985013459,7,5,1,3,3,1,1,0,1,4,1.0,1.0,1.0,28,83.0,30,36453.161563847934,5.0,118,0.810403832991102
13058423,4.553876891600541,7,2,1,5,3,1,1,0,1,2,1.0,1.0,1.0,52,95.0,32,65080.200522125,3.0,124,3.033538672142368
12543903,4.90527477843843,9,5,1,1,5,1,1,0,1,14,3.0,9.0,2.5,31,97.0,38,52387.09488986767,50.0,205,1.4948665297741273
7966929,5.247024072160486,4,5,1,5,3,1,1,0,1,2,1.0,1.0,1.0,6,100.0,23,24494.89742783178,3.0,112,0.0
17943126,4.174387269895637,7,2,1,2,4,3,0,0,0,1,1.0,1.0,1.0,4,100.0,31,20000.0,2.0,72,1.9767282683093768
7547631,5.521460917862246,3,5,1,2,1,1,1,1,1,8,3.0,4.0,2.0,11,100.0,13,33166.247903553995,36.0,231,3.386721423682409
2258461,3.970291913552122,7,2,1,2,3,2,1,1,0,2,1.0,1.0,1.0,22,99.0,29,45970.76486202944,3.0,100,0.5968514715947981
17526126,3.218875824868201,7,1,-1,4,4,3,0,0,1,2,1.0,1.0,1.0,1,100.0,33,10000.0,3.0,83,2.8227241615331966
12220661,5.521460917862246,9,5,1,4,4,2,0,0,1,4,2.0,2.0,2.0,2,100.0,39,14142.135623730952,12.0,169,0.9117043121149896
8408530,4.700480365792417,7,2,1,5,2,1,1,1,1,2,1.0,2.0,2.0,7,97.0,30,24893.874085806736,4.0,122,1.6919917864476386
14967050,5.010635294096256,7,2,1,4,3,2,0,1,1,3,1.0,2.0,1.0,1,100.0,31,10000.0,5.0,117,2.483230663928816
20679565,5.010635294096256,7,2,1,3,4,2,1,0,0,1,2.0,2.0,1.0,4,100.0,32,20000.0,6.0,177,4.303901437371663
4099619,5.857933154483459,7,5,1,2,4,1,1,0,0,5,2.0,3.0,1.0,11,95.0,31,29932.538732957484,16.0,204,0.7337440109514032
19177269,4.8283137373023015,9,2,1,5,3,3,1,0,0,2,1.0,1.0,1.0,7,100.0,38,26457.51311064591,3.0,224,2.5051334702258727
14073773,5.043425116919247,7,5,1,2,4,2,1,0,1,3,1.0,1.0,1.0,2,100.0,31,14142.135623730952,4.0,169,3.1978097193702943
3434683,3.49650756146648,3,2,1,4,1,3,0,0,1,1,1.0,1.0,1.0,1,100.0,15,10000.0,2.0,88,2.724161533196441
9713626,4.4998096703302615,3,2,1,2,5,2,1,0,1,2,1.0,1.0,1.0,206,99.0,21,140670.8136252862,3.0,143,5.204654346338125
1260277,4.8283137373023015,7,5,1,1,2,1,0,0,1,4,1.0,1.0,1.0,124,99.0,26,109139.31704019407,5.0,174,4.394250513347022
17721232,4.605170185988092,7,5,1,4,2,3,1,0,1,2,1.0,1.0,1.0,46,96.0,29,62505.95312448247,3.0,131,4.432580424366872
16719891,4.653960350157523,7,5,1,3,2,1,1,0,1,2,1.0,1.0,1.0,22,97.0,28,44132.12188417865,3.0,199,2.704996577686516
10783028,3.80666248977032,7,2,1,3,2,2,1,1,1,2,1.0,1.0,1.0,6,80.0,28,15676.73435381234,3.0,130,3.805612594113621
18067,5.298317366548036,7,2,1,3,4,1,0,0,1,2,1.0,1.0,1.0,6,97.0,32,23047.24898984692,3.0,136,5.144421629021219
21149563,5.5174528964647065,7,5,1,2,4,1,1,0,1,6,2.0,3.0,2.0,11,95.0,31,29932.538732957484,18.0,226,2.5598904859685145
834813,5.703782474656202,7,5,1,3,3,1,1,0,1,12,3.0,7.0,2.0,36,94.0,30,53016.0,50.0,187,4.227241615331964
7809701,5.010635294096256,7,2,1,3,5,3,1,0,1,2,1.0,1.0,1.0,6,100.0,34,24494.89742783178,3.0,149,3.657768651608488
2784096,4.204692619390967,7,2,1,3,4,3,0,1,0,1,1.0,1.0,1.0,1,100.0,32,10000.0,2.0,74,2.9295003422313486
6117387,4.653960350157523,3,2,1,2,5,1,1,0,1,2,1.0,1.0,1.0,12,93.0,21,29961.01486932644,3.0,142,4.087611225188227
6852145,5.521460917862246,7,5,1,3,4,2,1,0,1,4,1.0,2.0,1.0,16,95.0,32,36100.0,6.0,114,5.861738535249829
14715026,5.1647859739235145,3,2,1,4,4,1,1,1,1,6,2.0,2.0,1.5,9,98.0,21,28812.0,16.0,162,5.779603011635865
11714323,4.31748811353631,3,2,1,3,3,1,1,0,1,2,1.0,1.0,1.0,4,100.0,18,20000.0,3.0,149,0.5256673511293635
16652963,5.579729825986222,10,5,1,5,5,2,1,0,1,3,1.0,2.0,1.5,36,99.0,45,58806.0,5.0,244,5.51129363449692
8115730,4.736198448394496,7,5,1,3,4,1,1,0,0,2,0.0,2.0,1.0,14,94.0,32,33061.28466953454,0.0,81,0.2902121834360027
16324410,5.521460917862246,7,5,1,3,5,1,1,1,1,4,1.0,2.0,1.0,19,92.0,34,36893.720658128266,6.0,126,1.026694045174538
8273569,4.31748811353631,7,5,1,1,5,2,1,1,1,4,1.0,3.0,1.0,4,100.0,32,20000.0,7.0,166,5.048596851471594
15104367,4.59511985013459,7,5,1,4,5,1,1,0,1,6,1.0,3.0,2.0,74,98.0,35,82616.7318646774,9.0,136,3.742642026009584
5672335,5.0304379213924335,7,5,1,3,4,2,1,0,1,4,1.0,3.0,1.0,41,94.0,32,56578.00576195665,7.0,134,1.516769336071184
16160578,3.8918202981106265,6,2,1,2,1,3,1,0,1,2,1.0,1.0,1.5,20,99.0,22,43831.40449495088,3.0,180,3.88227241615332
2319863,4.787491742782046,7,5,1,4,2,1,1,1,1,3,1.0,1.0,1.0,35,96.0,29,54522.59128104607,4.0,180,2.680355920602328
9621849,4.8283137373023015,7,5,1,3,5,1,1,1,0,2,0.0,1.0,1.0,44,93.0,34,57370.975623567705,0.0,117,0.0328542094455852
4823910,5.521460917862246,7,5,1,3,5,1,1,0,1,6,2.0,3.0,1.5,47,92.0,34,58026.26053779444,18.0,190,6.439425051334703
16176888,3.80666248977032,3,2,1,2,1,2,1,0,1,2,1.0,1.0,1.0,38,98.0,13,59203.032084514045,3.0,50,0.3915126625598905
20589362,5.857933154483459,3,5,1,2,4,1,1,1,1,6,3.0,3.0,2.0,3,100.0,19,17320.508075688773,27.0,157,4.709103353867215
19390119,4.143134726391533,7,2,1,5,3,3,1,1,1,1,1.0,1.0,1.5,3,80.0,32,11085.125168440814,2.0,76,3.36208076659822
1365536,5.1929568508902095,7,5,1,3,4,2,1,0,1,4,1.0,1.0,1.0,34,96.0,32,53738.05266289429,5.0,206,4.20807665982204
16568106,4.941642422609304,7,5,1,3,5,2,1,0,1,2,1.0,1.0,1.0,35,94.0,34,52274.48096346821,3.0,178,5.642710472279261
249907,5.768320995793773,7,5,1,3,5,3,0,1,1,4,1.0,1.0,1.0,1,80.0,34,6400.0,5.0,109,1.1252566735112937
12507128,3.912023005428147,3,2,1,3,3,3,1,1,1,2,1.0,1.0,1.0,21,96.0,18,42233.01760471302,3.0,119,2.847364818617385
206518,4.158883083359672,7,2,1,3,4,2,0,0,1,3,1.0,2.0,1.0,2,100.0,32,14142.135623730952,5.0,99,4.643394934976044
15234653,5.5174528964647065,9,5,1,5,5,1,1,0,1,2,2.0,2.0,1.0,10,94.0,42,27941.8854052478,8.0,207,1.483915126625599
16336687,6.214608098422191,10,5,1,2,5,2,1,0,0,5,2.0,3.0,1.0,15,98.0,42,37196.13205697604,16.0,168,1.295003422313484
7622568,3.912023005428147,7,1,-1,3,3,1,1,0,1,2,1.0,1.0,1.0,1,100.0,30,10000.0,3.0,65,0.5420944558521561
18077803,4.442651256490317,3,5,1,2,1,3,1,0,1,3,1.0,1.0,1.5,21,87.0,13,34685.51543512075,4.0,206,1.88911704312115
2345266,5.521460917862246,7,5,1,3,3,1,1,0,0,10,4.0,6.0,1.0,47,79.0,30,42786.14036110292,50.0,160,0.3504449007529089
14611960,4.867534450455582,7,2,1,3,5,1,1,0,1,2,1.0,1.0,1.0,2,100.0,34,14142.135623730952,3.0,137,3.994524298425736
13711911,4.59511985013459,3,2,1,5,1,1,1,1,1,2,1.0,1.0,1.0,17,94.0,16,36431.76130795765,3.0,179,1.4182067077344285
837016,5.241747015059644,7,5,1,1,5,2,0,0,1,2,1.0,1.0,1.0,15,97.0,32,36440.900304465584,3.0,239,1.5797399041752225
4156921,5.703782474656202,7,5,1,3,4,1,1,0,1,10,2.0,2.0,2.0,1,80.0,32,6400.0,24.0,150,5.248459958932238
14946214,2.995732273553992,7,1,1,1,3,1,0,1,0,1,1.0,1.0,2.0,2,90.0,28,11455.12985522207,2.0,165,1.295003422313484
13786784,4.653960350157523,7,5,1,2,4,3,1,0,0,2,1.0,1.0,1.0,1,100.0,31,10000.0,3.0,104,2.4941820670773445
8490307,6.684611727667928,3,5,1,2,5,1,0,0,1,7,3.0,4.0,3.5,65,98.0,21,77429.92341465926,33.0,170,3.912388774811773
18482148,5.135798437050261,7,5,1,3,4,2,0,0,1,4,1.0,2.0,1.0,18,97.0,32,39919.00622510535,6.0,88,4.3668720054757015
45417,5.293304824724492,7,5,1,1,3,1,1,0,1,6,2.0,4.0,2.0,17,98.0,28,39598.30642843201,20.0,194,3.8521560574948666
6729778,5.010635294096256,9,5,1,2,4,1,1,1,0,6,2.0,2.0,2.5,2,100.0,37,14142.135623730952,16.0,181,3.915126625598905
4217123,4.859812404361672,7,2,1,2,1,3,0,0,1,1,1.0,1.0,1.0,2,100.0,25,14142.135623730952,2.0,82,5.127994524298426
20746708,4.007333185232471,3,2,1,2,3,1,1,1,0,2,1.0,1.0,1.0,63,90.0,17,64291.75685886956,3.0,121,2.433949349760438
19830687,3.912023005428147,3,2,1,4,3,3,0,0,0,4,0.0,1.0,1.0,1,100.0,19,10000.0,0.0,132,0.5612594113620808
9732612,4.442651256490317,7,2,1,5,4,3,1,0,0,2,1.0,1.0,1.0,2,80.0,34,9050.966799187809,3.0,36,3.85763175906913
55857,5.043425116919247,7,5,1,2,4,1,1,0,0,3,1.0,1.0,1.0,1,100.0,31,10000.0,4.0,182,0.5037645448323066
8444298,5.857933154483459,3,5,1,2,4,3,1,0,1,10,3.0,7.0,2.0,5,100.0,19,22360.679774997898,50.0,158,1.618069815195072
17257473,6.907755278982138,3,5,1,2,5,1,1,0,1,10,5.0,10.0,5.0,5,100.0,21,22360.679774997898,50.0,197,2.105407255304586
5298450,4.158883083359672,3,5,1,2,3,1,1,0,0,2,0.0,1.0,1.0,3,93.0,17,14980.50743466322,0.0,125,1.3908281998631074
8226965,5.298317366548036,7,5,1,1,4,1,1,0,1,2,1.0,2.0,1.0,19,97.0,30,41012.8801597742,4.0,140,4.0
18107750,4.59511985013459,3,2,1,4,2,2,1,0,1,4,2.0,2.0,1.0,12,100.0,17,34641.016151377546,12.0,120,4.060232717316906
4227799,4.804021044733257,7,5,1,1,1,1,1,0,1,8,3.0,6.0,1.0,21,94.0,24,40491.6388406298,42.0,181,0.919917864476386
13857415,4.0943445622221,4,2,1,5,1,2,0,0,0,2,1.0,2.0,1.0,84,85.0,19,66218.21879211189,4.0,76,0.783025325119781
17878759,4.532599493153255,7,2,1,3,4,1,1,1,1,2,1.0,1.0,1.0,19,100.0,32,43588.98943540674,3.0,213,4.216290212183436
20330142,5.991464547107983,7,5,1,5,3,2,1,0,1,6,2.0,3.0,2.0,14,97.0,32,35205.254352156015,18.0,185,1.1498973305954825
9636013,4.382026634673881,7,5,1,3,5,1,1,0,1,2,1.0,1.0,1.0,2,100.0,34,14142.135623730952,3.0,101,1.1389459274469542
6425405,5.1929568508902095,7,5,1,3,5,1,1,0,0,4,0.0,2.0,1.0,29,99.0,34,52780.00027472527,0.0,161,0.7337440109514032
13803420,5.010635294096256,7,5,1,3,4,1,1,0,1,4,0.0,3.0,1.0,1,100.0,32,10000.0,0.0,82,2.954140999315537
7529255,4.007333185232471,3,2,1,2,3,3,0,0,0,2,1.0,1.0,1.0,3,100.0,17,17320.508075688773,3.0,121,0.3285420944558521
15394942,5.855071922202427,7,5,1,3,5,1,1,1,0,8,3.0,3.0,1.0,13,91.0,34,29857.570112117293,33.0,129,0.0
15938515,4.007333185232471,7,2,1,3,4,3,1,0,0,1,1.0,1.0,1.0,1,100.0,32,10000.0,2.0,69,1.5852156057494866
13168677,4.343805421853683,7,2,1,3,3,1,1,1,0,2,1.0,2.0,1.0,12,98.0,30,33269.23191178299,4.0,87,0.4900752908966461
13157600,5.3706380281276624,7,5,1,3,4,1,1,0,1,6,2.0,2.0,1.0,47,96.0,32,63181.71279729602,16.0,126,3.36208076659822
9596736,5.521460917862246,7,5,1,3,4,1,1,0,1,5,2.0,3.0,2.0,3,93.0,32,14980.50743466322,16.0,171,2.305270362765229
1970017,5.736572297479192,7,5,1,3,5,1,1,0,1,2,1.0,1.0,1.0,55,99.0,34,72686.1613720246,3.0,186,1.136208076659822
